date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_168_normalized,smart_168_raw,smart_169_normalized,smart_169_raw,smart_170_normalized,smart_170_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_175_normalized,smart_175_raw,smart_176_normalized,smart_176_raw,smart_177_normalized,smart_177_raw,smart_178_normalized,smart_178_raw,smart_179_normalized,smart_179_raw,smart_180_normalized,smart_180_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_230_normalized,smart_230_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_234_normalized,smart_234_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_244_normalized,smart_244_raw,smart_245_normalized,smart_245_raw,smart_246_normalized,smart_246_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,vault_id,pod_id,is_legacy_format,smart_71_normalized,smart_71_raw,smart_90_normalized,smart_90_raw,datacenter,cluster_id,pod_slot_num,smart_27_normalized,smart_27_raw,smart_82_normalized,smart_82_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2022-06-23,X8H0A00CF97G,TOSHIBA MG07ACA14TA,14000519643136,1,100.0,0.0,100.0,0.0,100.0,7893.0,100.0,17.0,100.0,4.0,100.0,0.0,100.0,0.0,43.0,23055.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,48.0,100.0,6.0,100.0,84.0,100.0,23.0,,,100.0,2.0,100.0,0.0,100.0,0.0,200.0,6.0,,,,,,,,,,,,,100.0,135659522.0,43.0,22908.0,100.0,0.0,100.0,0.0,,,100.0,590.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZHZ43J7Q,ST14000NM0138,14000519643136,1,70.0,154192264.0,,,91.0,0.0,100.0,20.0,100.0,272.0,85.0,289490773.0,,,85.0,13163.0,100.0,0.0,,,100.0,18.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,55.0,69.0,4295032863.0,,,67.0,33.0,,,100.0,35.0,100.0,1502.0,33.0,33.0,1.0,154192264.0,,,1.0,85136.0,1.0,85136.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12446.0,100.0,90038639491.0,100.0,205038791820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,PL2331LAGSU4HJ,HGST HMS5C4040ALE640,4000787030016,1,100.0,0.0,133.0,104.0,100.0,454.0,100.0,7.0,100.0,0.0,100.0,0.0,113.0,42.0,97.0,26254.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,431.0,100.0,431.0,157.0,38.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZL233EH9,ST16000NM001G,16000900661248,1,79.0,79901328.0,,,90.0,0.0,100.0,11.0,100.0,0.0,75.0,34719394.0,,,93.0,6522.0,100.0,0.0,,,100.0,11.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,66.0,34.0,,,100.0,6.0,99.0,3113.0,34.0,34.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,5503.0,100.0,55558227208.0,100.0,84907988522.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,AAGV1Y3H,HGST HUH721212ALE604,12000138625024,1,59.0,367465801.0,132.0,96.0,100.0,0.0,100.0,7.0,24.0,0.0,100.0,0.0,128.0,18.0,98.0,16096.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1069.0,100.0,1069.0,171.0,35.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZL23JCNE,ST16000NM001G,16000900661248,1,64.0,154944304.0,,,97.0,0.0,100.0,3.0,97.0,14048.0,89.0,805323196.0,,,88.0,11257.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,223.0,100.0,0.0,,,64.0,36.0,,,100.0,0.0,100.0,1413.0,36.0,36.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,10871.0,100.0,72878514008.0,100.0,150911415096.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZLW0GG2F,ST12000NM001G,12000138625024,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZL2L98KJ,ST16000NM001G,16000900661248,1,81.0,140694240.0,,,98.0,0.0,100.0,2.0,100.0,0.0,87.0,525198536.0,,,95.0,5232.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,66.0,34.0,,,100.0,1.0,99.0,2624.0,34.0,34.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,4643.0,100.0,29700929512.0,100.0,55648757664.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,ZHZ63HB3,ST12000NM0008,12000138625024,1,77.0,55935120.0,,,97.0,0.0,100.0,3.0,100.0,24.0,89.0,708927005.0,,,78.0,19747.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,64.0,36.0,,,100.0,0.0,100.0,1271.0,36.0,36.0,1.0,55935120.0,,,100.0,40.0,100.0,40.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19563.0,100.0,82960135448.0,100.0,243023996925.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,ZHZ50RCD,ST12000NM0008,12000138625024,1,75.0,28633288.0,,,90.0,0.0,100.0,8.0,99.0,7104.0,88.0,587519724.0,,,76.0,21091.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,67.0,100.0,4295032837.0,,,66.0,34.0,,,100.0,3.0,96.0,9671.0,34.0,34.0,2.0,28633288.0,,,100.0,0.0,100.0,0.0,200.0,16.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19426.0,100.0,81379926992.0,100.0,211373801910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,ZL23XSEY,ST16000NM001G,16000900661248,1,68.0,6804976.0,,,97.0,0.0,100.0,3.0,99.0,5160.0,86.0,436288885.0,,,90.0,9162.0,100.0,0.0,,,100.0,3.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,85.0,100.0,0.0,,,70.0,30.0,,,100.0,2.0,99.0,2006.0,30.0,30.0,,,,,100.0,40.0,100.0,40.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,8740.0,100.0,64303587880.0,100.0,105381310503.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,ZHZ4R9B5,ST12000NM0008,12000138625024,1,80.0,91325600.0,,,90.0,0.0,100.0,9.0,100.0,0.0,90.0,949518314.0,,,78.0,19867.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,74.0,26.0,,,100.0,1.0,99.0,2327.0,26.0,26.0,1.0,91325600.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,19410.0,100.0,74943626128.0,100.0,433450021672.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,ZHZ3ZWER,ST12000NM0008,12000138625024,1,80.0,107956656.0,,,90.0,0.0,100.0,9.0,100.0,0.0,70.0,9549369.0,,,75.0,22718.0,100.0,0.0,,,100.0,9.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,81.0,19.0,,,100.0,244.0,100.0,1058.0,19.0,19.0,1.0,107956656.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,22574.0,100.0,88514514320.0,100.0,235568606011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,Z302AK2W,ST4000DM000,4000787030016,1,119.0,226609680.0,,,92.0,0.0,100.0,10.0,100.0,16.0,88.0,690197300.0,,,29.0,62396.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,4.0,100.0,0.0,1.0,108.0,100.0,0.0,100.0,0.0,81.0,19.0,100.0,0.0,100.0,0.0,83.0,35709.0,19.0,19.0,,,,,99.0,248.0,99.0,248.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,62220.0,100.0,76309559848.0,100.0,357477925005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,PL1331LAHBYSKH,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,134.0,102.0,141.0,542.0,100.0,13.0,100.0,0.0,100.0,0.0,113.0,42.0,94.0,45665.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,55.0,100.0,55.0,230.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,71C0A074FVGG,TOSHIBA MG08ACA16TE,16000900661248,1,100.0,0.0,100.0,0.0,100.0,8088.0,100.0,10.0,100.0,0.0,100.0,0.0,100.0,0.0,86.0,5887.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,9.0,100.0,953.0,100.0,21.0,,,100.0,0.0,100.0,576.0,1.0,576.0,200.0,0.0,,,,,,,,,,,,,100.0,102105090.0,87.0,5224.0,100.0,0.0,100.0,0.0,,,100.0,537.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-31,7QT02Y6S,Seagate BarraCuda 120 SSD ZA250CM10003,250059350016,1,100.0,0.0,,,,,,,,,,,,,100.0,7496.0,,,,,100.0,7.0,,,,,100.0,526.0,100.0,526.0,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,100.0,89.0,,,,,100.0,1696540525039.0,100.0,2.0,,,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2.0,,,98.0,29.0,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,100.0,71.0,100.0,0.0,100.0,60143.0,100.0,118569301008.0,100.0,126129167872.0,,,100.0,24287.0,100.0,18269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,ZA12Y3KQ,ST8000DM002,8001563222016,1,83.0,204036384.0,,,89.0,0.0,100.0,6.0,100.0,8.0,96.0,3554076477.0,,,35.0,57319.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,97.0,3.0,100.0,0.0,100.0,0.0,68.0,32.0,42.0,117247.0,100.0,2.0,64.0,72194.0,32.0,32.0,1.0,204036384.0,,,100.0,48.0,100.0,48.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,57267.0,100.0,106400308648.0,100.0,447445441824.0,,,,,,,,,,,,,,,,,,,,,1032.0,16.0,False,,,,,,,,,,,,,,,
2023-04-15,PL2331LAHDG17J,HGST HMS5C4040BLE640,4000787030016,1,100.0,0.0,135.0,99.0,132.0,516.0,100.0,15.0,100.0,0.0,100.0,0.0,113.0,42.0,93.0,51424.0,100.0,0.0,,,100.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,122.0,100.0,122.0,171.0,35.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1052.0,3.0,False,,,,,,,,,,,,,,,
2023-04-15,ZA171BW4,ST8000NM0055,8001563222016,1,79.0,74044816.0,,,89.0,0.0,100.0,9.0,100.0,0.0,93.0,1786399850.0,,,43.0,50592.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,61.0,39.0,81.0,38809.0,100.0,149.0,89.0,22549.0,39.0,39.0,79.0,74044816.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,50518.0,100.0,91722893856.0,100.0,555728217612.0,,,,,,,,,,,,,,,,,,,,,1053.0,4.0,False,,,,,,,,,,,,,,,
2023-04-15,ZA180YXL,ST8000NM0055,8001563222016,1,53.0,204345832.0,,,89.0,0.0,100.0,25.0,74.0,38072.0,94.0,2474197763.0,,,43.0,49966.0,100.0,0.0,,,100.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,12.0,88.0,100.0,0.0,100.0,0.0,60.0,40.0,96.0,8963.0,100.0,118.0,86.0,29714.0,40.0,40.0,83.0,204345832.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49886.0,100.0,90836404208.0,100.0,625109234278.0,,,,,,,,,,,,,,,,,,,,,1054.0,7.0,False,,,,,,,,,,,,,,,
2023-04-15,ZA18CELF,ST8000NM0055,8001563222016,1,83.0,185162056.0,,,89.0,0.0,100.0,9.0,100.0,0.0,92.0,1723621387.0,,,44.0,49467.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,67.0,33.0,83.0,35846.0,100.0,7.0,61.0,79494.0,33.0,33.0,83.0,185162056.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49431.0,100.0,89528987608.0,100.0,410180015820.0,,,,,,,,,,,,,,,,,,,,,1091.0,16.0,False,,,,,,,,,,,,,,,
2023-04-15,ZA20ZNG9,ST10000NM0086,10000831348736,1,77.0,52741904.0,,,91.0,0.0,100.0,40.0,100.0,48.0,90.0,954495134.0,,,44.0,49399.0,100.0,0.0,,,100.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,96.0,4.0,100.0,0.0,96.0,4.0,79.0,21.0,1.0,1507186.0,100.0,413.0,99.0,2854.0,21.0,21.0,77.0,52741904.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,49173.0,100.0,111593841373.0,100.0,469436402667.0,,,,,,,,,,,,,,,,,,,,,1092.0,2.0,False,,,,,,,,,,,,,,,
2023-04-15,ZA20XNYV,ST10000NM0086,10000831348736,1,68.0,183729618.0,,,91.0,0.0,100.0,13.0,95.0,19661.0,87.0,555719719.0,,,45.0,48846.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,40.0,60.0,100.0,0.0,55.0,45.0,75.0,25.0,7.0,187773.0,100.0,629.0,99.0,2341.0,25.0,25.0,83.0,183729618.0,,,100.0,88.0,100.0,88.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,48530.0,100.0,107833166704.0,100.0,468222349000.0,,,,,,,,,,,,,,,,,,,,,1093.0,10.0,False,,,,,,,,,,,,,,,
2023-04-15,57HBWEEWT,TOSHIBA MQ01ABF050,500107862016,1,100.0,0.0,100.0,0.0,100.0,1976.0,100.0,9.0,100.0,0.0,100.0,0.0,100.0,0.0,1.0,47701.0,100.0,0.0,,,100.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25.0,100.0,3.0,100.0,8235.0,100.0,41.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,100.0,0.0,1.0,47692.0,100.0,0.0,100.0,0.0,,,100.0,180.0,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1096.0,18.0,False,,,,,,,,,,,,,,,
2023-04-15,8DJ0LA7H,HGST HUH721212ALE604,12000138625024,1,100.0,0.0,132.0,96.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,0.0,128.0,18.0,98.0,17736.0,100.0,0.0,,,100.0,5.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,635.0,100.0,635.0,187.0,32.0,,,100.0,0.0,100.0,24.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.0,14.0,False,,,,,,,,,,,,,,,
2023-04-15,8HJY7GDH,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,160.0,411.0,100.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,38789.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1485.0,99.0,1485.0,230.0,26.0,,,100.0,0.0,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.0,18.0,False,,,,,,,,,,,,,,,
2023-04-15,8HK68T0H,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,163.0,403.0,100.0,12.0,100.0,4.0,100.0,0.0,100.0,0.0,95.0,38787.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1604.0,99.0,1604.0,187.0,32.0,,,100.0,4.0,100.0,0.0,100.0,27.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113.0,18.0,False,,,,,,,,,,,,,,,
2023-04-15,8HKHPDLH,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,37840.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,2131.0,99.0,2131.0,142.0,42.0,,,100.0,0.0,100.0,28.0,100.0,43.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.0,7.0,False,,,,,,,,,,,,,,,
2023-04-15,AAG6TK8H,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,8.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,37845.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,2177.0,99.0,2177.0,142.0,42.0,,,100.0,0.0,100.0,203.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1118.0,7.0,False,,,,,,,,,,,,,,,
2023-04-15,AAG64A6H,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,6.0,100.0,1.0,100.0,0.0,100.0,0.0,95.0,35662.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1633.0,99.0,1633.0,150.0,40.0,,,100.0,1.0,100.0,7.0,100.0,18.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,17.0,False,,,,,,,,,,,,,,,
2023-04-15,AAGA2S4H,HGST HUH721212ALN604,12000138625024,1,100.0,0.0,100.0,0.0,100.0,0.0,100.0,6.0,100.0,0.0,100.0,0.0,100.0,0.0,95.0,35659.0,100.0,0.0,,,100.0,6.0,,,,,,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1629.0,99.0,1629.0,142.0,42.0,,,100.0,0.0,100.0,2.0,100.0,11.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,17.0,False,,,,,,,,,,,,,,,
2023-04-15,ZLW0G6TA,ST12000NM001G,12000138625024,1,76.0,43482904.0,,,90.0,0.0,100.0,8.0,100.0,0.0,88.0,585083312.0,,,73.0,24359.0,100.0,0.0,,,100.0,8.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,36.0,100.0,17181704220.0,,,56.0,44.0,,,100.0,2.0,98.0,4319.0,44.0,44.0,,,,,69.0,18048.0,69.0,18048.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23669.0,100.0,97743029688.0,100.0,302935917676.0,,,,,,,,,,,,,,,,,,,,,1142.0,9.0,False,,,,,,,,,,,,,,,
